1000 200000
764 865 80
689 15 430
96 10 135
814 640 803
262 573 996
965 848 367
149 878 216
682 337 521
630 887 644
123 362 688
765 30 163
121 873 414
495 120 618
480 307 166
390 62 537
924 81 196
165 229 459
806 743 913
891 237 665
310 816 150
769 486 380
892 902 461
515 658 845
720 621 585
817 526 351
991 270 49
711 875 741
420 218 707
695 636 45
928 349 63
395 437 195
848 506 483
73 560 109
455 906 901
277 296 722
612 558 379
970 768 932
48 325 362
36 786 753
695 917 219
535 701 309
388 147 148
507 895 604
358 858 7
964 457 634
587 679 648
63 719 437
478 435 74
256 987 628
240 582 59
254 512 679
812 280 804
879 350 160
524 258 1
145 980 524
66 384 817
711 61 483
423 850 699
314 628 480
956 891 427
525 355 216
516 72 957
513 950 557
298 883 315
624 906 215
659 75 992
924 821 136
544 692 299
439 378 537
924 238 437
582 640 908
788 375 23
599 972 545
713 873 962
730 526 126
759 274 333
784 390 222
45 879 297
48 391 42
735 250 257
369 568 414
92 48 918
936 837 444
883 867 749
193 895 397
722 24 912
76 916 33
760 191 944
688 722 239
127 791 187
235 470 312
987 894 157
165 195 978
602 163 997
59 804 99
304 758 247
169 760 408
781 195 728
383 825 378
489 211 635
724 202 683
945 341 838
850 448 466
417 760 742
671 356 426
851 860 746
322 529 250
963 311 696
82 39 756
998 674 6
393 975 399
430 662 609
559 236 299
193 148 41
945 765 881
964 67 562
255 139 243
532 791 851
614 897 726
555 913 622
52 188 547
127 525 346
408 473 901
794 355 857
311 107 835
179 149 638
866 468 982
47 313 304
139 329 638
540 74 28
324 636 128
679 921 3
554 312 570
854 906 400
848 762 811
775 841 880
350 861 199
863 490 389
500 137 16
731 34 946
123 796 405
53 585 97
787 215 621
36 135 849
171 376 937
993 955 324
849 240 198
150 6 899
138 905 641
467 671 896
934 133 249
314 214 666
932 331 975
759 387 351
795 868 128
80 506 262
724 156 314
471 774 993
476 961 269
521 990 438
487 173 499
42 583 156
909 349 281
235 272 99
648 980 887
397 349 608
992 213 390
21 408 333
453 152 56
824 982 746
198 582 143
405 915 777
930 790 593
748 812 937
324 630 188
224 853 931
925 27 858
946 604 327
400 902 746
585 990 495
514 218 793
431 457 410
156 142 618
261 782 357
832 304 731
670 10 42
843 817 89
901 292 958
532 301 737
558 464 524
538 842 89
149 251 833
540 509 686
629 890 40
321 685 182
164 655 930
95 983 112
172 836 304
338 211 252
819 279 461
11 708 757
957 918 946
145 720 335
755 299 127
432 884 537
313 306 854
741 590 107
706 328 197
596 45 229
822 368 883
214 855 629
70 425 96
886 837 458
23 925 942
504 989 682
732 330 367
775 449 967
286 161 764
560 638 791
898 527 839
390 310 215
519 160 817
644 214 633
395 354 297
147 135 607
726 301 881
304 292 159
290 29 514
350 832 751
12 754 679
46 242 44
338 293 551
506 898 6
421 947 852
93 334 745
597 704 546
84 214 171
837 467 689
183 237 755
162 792 456
337 175 626
699 815 791
628 826 401
756 665 524
895 794 884
541 530 862
147 50 121
496 824 296
698 697 939
109 369 900
442 348 299
134 133 810
90 151 580
828 953 576
491 262 694
155 810 333
371 974 541
837 181 382
554 282 755
862 836 945
934 311 330
677 165 581
220 570 247
945 81 285
95 745 915
529 316 528
587 441 741
169 292 595
479 117 761
943 608 473
200 492 875
9 806 675
587 280 33
201 112 659
536 8 59
451 165 684
172 90 111
671 713 193
355 781 446
56 793 976
288 325 79
188 833 266
776 426 285
721 276 855
258 297 456
883 449 87
181 482 896
134 155 374
189 831 642
474 501 216
863 927 962
943 619 400
431 405 635
550 349 675
373 541 404
816 533 573
460 321 468
369 337 78
657 681 138
529 630 681
505 432 594
345 329 822
682 891 972
934 880 984
162 344 842
34 27 992
324 521 590
780 557 720
22 227 436
566 897 311
577 646 2
188 21 631
682 271 691
651 514 950
644 978 708
964 158 501
811 491 796
549 936 832
228 610 230
468 484 548
97 868 5
229 59 558
279 426 453
485 330 63
24 137 9
17 572 280
887 42 892
560 721 960
122 59 36
692 576 896
158 738 924
925 991 648
271 214 752
373 10 762
978 222 592
623 510 167
471 550 675
626 870 165
413 657 485
881 392 44
447 714 537
651 178 669
188 733 868
13 877 231
286 256 632
508 778 381
802 209 749
226 127 807
910 735 81
151 572 318
534 986 98
847 376 501
596 831 4
487 89 337
909 189 327
793 734 497
731 748 619
311 302 786
272 224 55
866 959 404
461 484 243
587 363 384
136 18 882
27 17 766
947 653 504
237 354 148
376 560 146
132 701 618
350 595 688
338 571 495
124 674 736
817 468 439
262 520 594
63 175 359
264 414 881
903 97 200
546 125 119
974 307 579
395 875 550
32 113 366
537 504 664
582 255 476
613 49 636
387 607 796
952 263 482
482 687 367
198 503 896
544 685 467
915 12 527
961 65 273
976 437 687
643 751 352
73 185 479
902 984 994
807 212 588
423 801 244
43 39 398
633 599 486
487 59 722
293 540 514
92 522 638
198 113 303
93 739 516
149 563 470
615 759 903
668 39 783
274 885 442
245 532 908
580 593 101
905 139 622
413 547 495
999 389 439
788 824 947
396 884 903
56 141 264
736 388 820
918 316 190
876 42 256
278 253 502
223 571 382
922 681 676
663 716 185
210 709 39
875 419 275
510 475 542
278 487 621
826 463 881
545 695 831
111 220 627
184 842 295
557 854 720
716 403 304
858 587 710
763 551 839
618 164 162
141 70 2
490 56 561
682 91 718
930 123 272
685 118 284
731 526 187
892 769 686
976 832 264
499 812 118
440 737 977
651 743 614
813 832 781
789 167 136
415 665 795
41 845 827
974 579 341
289 755 950
659 859 779
519 5 573
511 969 105
513 399 980
608 546 489
193 954 473
668 419 928
743 836 382
34 298 505
843 681 509
103 292 420
998 150 863
500 605 606
993 244 433
393 693 731
607 361 128
75 538 115
720 864 130
361 254 544
767 266 993
128 37 667
596 667 926
301 226 866
723 886 768
159 794 705
586 218 991
974 347 569
598 856 519
203 541 68
690 187 139
893 351 230
243 874 96
118 624 849
979 916 65
64 514 625
45 482 376
612 390 397
263 171 206
286 548 43
196 783 481
8 767 451
449 109 728
974 682 211
836 399 570
133 907 186
442 914 447
953 423 115
325 260 707
798 979 514
441 432 733
584 809 262
216 100 446
559 712 34
965 523 203
820 991 955
708 524 210
217 577 106
603 14 757
287 183 111
686 424 203
351 398 859
90 437 43
987 469 813
809 165 536
784 419 826
196 110 525
844 614 630
3 313 331
924 865 530
446 435 235
331 301 284
899 378 240
342 486 1
986 798 607
61 966 178
977 588 945
506 207 722
116 886 126
795 361 782
262 104 817
999 821 243
436 617 43
747 96 370
557 897 311
534 229 784
555 987 838
952 355 232
914 569 916
572 275 760
25 399 109
254 355 60
633 852 127
372 417 407
989 708 433
568 341 686
873 930 880
209 892 748
653 786 651
390 489 696
706 867 84
291 112 988
384 901 488
361 323 517
611 399 760
560 684 894
394 329 514
993 488 636
648 492 193
534 207 489
807 134 368
450 117 851
52 453 666
590 436 355
547 358 600
362 220 855
107 975 374
403 211 995
656 621 619
678 448 787
906 309 512
707 378 363
121 113 489
854 234 456
378 478 680
141 371 230
446 619 662
350 539 28
562 101 936
468 479 17
7 197 389
815 589 798
540 378 143
747 299 767
158 85 219
510 28 217
218 544 485
362 9 316
800 968 710
995 314 39
289 903 816
121 377 879
452 587 590
477 891 369
430 67 406
987 710 653
749 204 661
621 192 316
652 388 881
269 349 761
579 711 707
255 365 135
21 966 427
395 955 932
611 991 524
690 249 358
733 616 115
178 492 954
724 308 479
97 844 44
264 777 571
33 98 239
930 887 185
161 642 13
510 332 882
77 23 258
348 593 458
913 16 731
1 948 277
700 788 772
907 810 91
254 116 907
57 355 654
198 641 882
521 500 851
105 597 994
614 238 634
337 902 528
992 33 483
210 453 810
664 811 697
884 296 919
292 362 241
521 972 498
747 869 977
167 399 656
650 714 818
98 654 917
126 87 363
545 975 137
81 483 850
937 150 418
382 760 337
562 196 296
625 824 671
647 692 76
453 343 247
803 356 102
107 186 620
852 996 331
704 623 82
771 678 54
977 631 819
13 425 731
353 420 598
499 784 767
431 976 903
384 145 428
860 436 992
495 65 289
177 343 377
875 898 478
738 104 818
480 646 239
191 498 28
990 955 39
196 359 525
879 940 822
828 119 7
877 436 96
58 147 399
2 46 513
540 390 768
254 859 448
795 206 382
314 755 55
560 297 912
634 447 633
706 51 418
242 271 234
260 841 543
464 118 96
95 858 830
150 719 561
388 999 54
756 1 55
713 160 672
961 453 792
898 544 190
966 602 918
434 624 328
399 42 843
462 290 577
759 547 873
590 235 841
625 437 889
768 184 723
512 489 947
143 677 747
797 80 138
808 321 740
214 71 176
390 554 9
106 476 320
990 103 687
284 965 92
171 953 830
231 481 22
843 651 3
782 265 139
294 402 465
514 623 481
506 391 647
491 532 889
38 419 629
994 572 762
159 515 233
292 815 52
306 621 373
342 413 938
72 500 472
419 774 783
870 12 839
463 505 480
515 907 967
973 829 888
168 615 624
788 595 655
119 106 21
491 114 276
562 925 32
869 64 108
630 404 394
261 435 114
921 137 374
331 786 79
491 966 907
41 953 789
342 208 222
446 188 912
96 393 834
923 860 606
949 953 89
863 462 92
891 665 823
566 920 626
132 244 365
231 962 496
201 315 218
514 151 424
637 582 742
608 663 453
42 371 813
918 672 559
223 11 117
571 645 893
191 172 532
304 984 525
697 230 47
674 18 14
704 763 400
826 640 522
367 518 913
183 548 228
58 646 180
392 110 583
321 809 850
324 871 348
649 290 519
976 175 89
186 326 528
13 784 158
65 491 155
218 821 667
6 205 87
491 730 323
402 751 756
488 564 123
144 266 278
795 808 567
653 309 59
935 819 324
825 419 531
542 588 529
185 978 853
119 832 373
612 230 74
794 359 130
619 133 471
656 572 375
441 22 481
986 793 739
540 380 301
470 873 693
343 376 975
402 954 34
988 862 923
710 752 959
39 497 998
286 97 989
767 739 34
450 591 224
958 810 509
995 493 664
454 641 454
81 474 289
907 576 482
669 418 540
905 97 446
67 616 573
378 917 648
651 709 449
603 650 949
556 553 815
415 147 36
65 74 311
501 596 584
86 870 489
429 835 782
885 965 879
311 135 257
957 616 247
552 649 69
797 48 863
107 325 819
86 5 860
10 442 194
334 828 470
164 237 182
647 944 835
947 1 386
320 106 500
543 195 924
461 704 185
419 190 85
601 195 670
279 373 652
722 4 889
748 656 308
270 486 673
726 830 782
517 4 232
106 422 682
290 154 325
682 785 47
703 786 250
534 120 865
393 747 269
918 711 887
292 945 933
313 276 600
237 554 657
98 159 533
398 303 405
803 778 342
675 277 788
331 441 5
465 926 917
475 308 832
889 337 250
718 123 431
484 963 832
126 827 504
97 671 982
478 954 99
333 296 552
409 22 818
362 332 44
709 603 57
331 439 910
980 998 397
674 587 62
4 928 198
956 641 490
750 342 212
717 763 762
786 426 876
358 198 936
938 341 198
901 60 490
458 615 529
863 133 694
362 686 290
707 950 708
168 6 435
833 318 691
682 434 278
21 154 804
172 713 849
241 621 794
952 332 985
49 340 286
654 927 664
841 713 501
639 482 471
417 103 209
137 91 124
243 23 434
716 792 251
214 982 461
550 748 152
388 587 516
134 124 933
331 523 894
726 862 913
423 849 316
870 231 796
332 812 151
7 766 486
325 525 420
246 625 182
41 177 271
483 869 321
747 178 895
105 200 915
266 363 705
339 621 554
332 887 6
465 460 492
253 899 829
822 857 616
861 421 814
781 489 88
333 979 101
444 817 348
946 123 454
962 257 94
219 256 251
107 92 630
463 590 425
688 186 914
602 278 810
536 911 795
809 757 666
248 788 52
862 302 338
609 829 934
366 371 998
267 670 751
52 341 792
218 952 286
58 861 142
958 713 767
496 678 214
262 39 744
309 526 357
244 573 758
195 51 455
464 640 277
873 775 758
403 755 800
284 751 398
834 608 462
104 396 994
116 139 196
794 470 927
652 657 847
54 541 537
853 711 333
311 672 438
712 492 169
411 498 136
136 71 665
535 379 888
902 856 188
228 578 146
664 815 961
832 713 639
347 178 732
987 749 970
762 855 522
940 73 961
438 13 890
156 7 96
602 570 35
348 5 723
414 665 950
283 135 632
616 378 626
900 676 372
555 593 447
663 89 904
21 672 622
717 391 112
106 181 286
38 576 577
197 786 584
310 922 432
571 323 980
42 248 969
357 756 450
341 686 627
736 102 614
667 636 497
476 572 876
656 111 142
459 446 995
239 352 877
844 195 938
213 891 482
155 245 765
153 546 466
487 443 847
251 628 805
698 994 803
109 515 996
467 874 416
928 360 698
739 866 724
273 554 254
912 117 684
909 80 619
865 323 752
893 568 110
131 456 201
615 967 457
858 730 820
30 939 752
602 582 473
832 541 625
189 849 267
71 484 673
51 468 894
477 973 633
585 42 772
938 3 287
519 835 595
57 139 739
208 327 921
783 206 168
772 542 13
379 1 577
746 389 93
570 517 945
291 497 129
235 634 666
654 85 58
25 728 472
358 83 567
275 872 533
822 637 168
262 892 908
805 278 742
964 899 284
538 960 433
651 283 251
298 548 561
830 842 755
495 306 381
468 59 668
891 780 753
293 150 353
152 23 960
218 522 911
656 766 693
968 788 510
901 180 620
509 903 562
941 395 519
716 922 790
650 102 3
569 283 790
705 873 975
449 405 85
211 578 293
420 953 634
783 294 381
475 658 500
477 5 619
719 435 230
892 971 235
540 124 587
464 157 26
436 319 666
657 211 713
600 709 447
372 303 811
927 441 424
739 268 548
626 959 374
184 443 169
721 105 704
49 470 664
709 275 377
986 606 124
865 783 523
300 306 541
302 547 442
99 686 925
811 6 810
389 420 23
240 213 775
546 67 394
718 567 600
187 596 482
640 336 886
179 189 508
9 143 173
851 586 925
675 788 153
504 929 766
86 754 181
373 897 237
476 436 476
625 352 624
778 545 897
636 598 741
266 438 60
638 435 568
478 92 343
788 98 533
708 255 357
810 331 20
299 562 297
911 546 565
99 764 420
327 421 621
29 232 991
679 494 473
479 452 711
880 222 832
816 248 565
949 686 882
655 200 118
750 374 969
134 114 759
197 231 992
421 749 580
3 351 686
805 48 380
312 825 693
116 311 864
821 45 269
455 225 932
237 434 863
73 728 829
717 984 594
338 876 836
130 858 902
253 573 253
168 446 195
402 816 912
751 711 54
705 34 785
973 252 62
723 656 865
356 785 486
323 102 660
335 550 549
396 515 295
659 160 225
849 464 88
724 989 447
496 868 744
63 325 691
725 459 217
694 937 866
143 575 282
95 103 848
848 408 562
465 336 31
597 501 710
253 832 705
281 554 653
302 542 726
394 761 22
979 63 968
40 823 183
102 158 803
554 483 889
576 23 806
558 637 315
163 256 545
478 20 212
454 992 210
40 474 607
755 539 797
850 290 635
327 21 923
36 232 812
957 245 541
344 174 865
880 54 729
883 567 633
120 768 922
838 411 197
62 646 752
456 21 458
121 64 26
596 937 261
464 200 342
888 339 622
862 723 867
225 307 631
157 582 503
419 201 199
232 8 28
558 340 750
214 379 277
66 420 685
469 972 589
947 832 203
6 90 205
849 326 229
653 185 698
361 402 428
688 70 960
711 222 222
836 423 338
384 929 25
777 131 118
325 89 501
970 448 966
506 512 757
752 685 881
627 585 378
551 855 712
888 701 114
570 585 296
961 820 698
